round_epochs,loss,categorical_accuracy,val_loss,val_categorical_accuracy,activation,batch_size,epochs,f_neuron,optimizers,s_neuron,t_neuron
10,0.17391622066497803,0.9567857384681702,0.19309578835964203,0.9573809504508972,relu,10,10,512,Adam,8,20
10,0.27754271030426025,0.9208333492279053,0.20367686450481415,0.9551190733909607,relu,10,10,512,Adam,8,10
10,0.6262547969818115,0.8174404501914978,0.415425568819046,0.9272618889808655,relu,10,10,512,Adam,8,5
15,0.2630138397216797,0.9244642853736877,0.18086890876293182,0.9453571438789368,relu,10,15,64,Adam,64,30
15,0.26447054743766785,0.925208330154419,0.185106098651886,0.9489285945892334,relu,10,15,64,Adam,64,20
15,0.36518412828445435,0.899017870426178,0.20200662314891815,0.9501190185546875,relu,10,15,64,Adam,64,10
15,0.6906679272651672,0.7773809432983398,0.3066355884075165,0.933571457862854,relu,10,15,64,Adam,64,5
15,0.26117920875549316,0.9265178442001343,0.18891827762126923,0.9444047808647156,relu,10,15,64,Adam,32,30
15,0.2729949653148651,0.9244047403335571,0.19551371037960052,0.9451190233230591,relu,10,15,64,Adam,32,20
15,0.3738003969192505,0.8938392996788025,0.2116035670042038,0.9434523582458496,relu,10,15,64,Adam,32,10
15,0.6975767612457275,0.7858333587646484,0.312080055475235,0.9307143092155457,relu,10,15,64,Adam,32,5
15,0.2589409649372101,0.9258333444595337,0.18412336707115173,0.9474999904632568,relu,10,15,64,Adam,16,30
15,0.26181235909461975,0.928511917591095,0.18641458451747894,0.9486904740333557,relu,10,15,64,Adam,16,20
15,0.393196702003479,0.8864880800247192,0.22903314232826233,0.9383333325386047,relu,10,15,64,Adam,16,10
15,0.7139567732810974,0.7586309313774109,0.3374662697315216,0.9273809790611267,relu,10,15,64,Adam,16,5
15,0.30750033259391785,0.9171130657196045,0.22289972007274628,0.9389285445213318,relu,10,15,64,Adam,8,30
15,0.3231309652328491,0.9121726155281067,0.21432889997959137,0.940833330154419,relu,10,15,64,Adam,8,20
15,0.4463755190372467,0.8795238137245178,0.26550260186195374,0.9333333373069763,relu,10,15,64,Adam,8,10
15,0.7524644732475281,0.7503868937492371,0.40171390771865845,0.9150000214576721,relu,10,15,64,Adam,8,5
15,0.17316538095474243,0.9503868818283081,0.14424580335617065,0.9629762172698975,relu,10,15,128,Adam,64,30
15,0.18406341969966888,0.9511904716491699,0.1580420285463333,0.9592857360839844,relu,10,15,128,Adam,64,20
15,0.2816980183124542,0.920505940914154,0.1768823266029358,0.9574999809265137,relu,10,15,128,Adam,64,10
15,0.6217167377471924,0.795327365398407,0.2580287754535675,0.9433333277702332,relu,10,15,128,Adam,64,5
15,0.1753523051738739,0.9517261981964111,0.1593853384256363,0.960357129573822,relu,10,15,128,Adam,32,30
15,0.18261337280273438,0.9499107003211975,0.15050531923770905,0.9610714316368103,relu,10,15,128,Adam,32,20
15,0.284942626953125,0.9208333492279053,0.1766200214624405,0.9571428298950195,relu,10,15,128,Adam,32,10
15,0.6217119097709656,0.777321457862854,0.2541089653968811,0.9430952668190002,relu,10,15,128,Adam,32,5
15,0.18460722267627716,0.9496428370475769,0.16091753542423248,0.958809494972229,relu,10,15,128,Adam,16,30
15,0.19391699135303497,0.9476785659790039,0.15461190044879913,0.9594047665596008,relu,10,15,128,Adam,16,20
15,0.2881714701652527,0.9231547713279724,0.17904189229011536,0.9526190757751465,relu,10,15,128,Adam,16,10
15,0.6073707938194275,0.8032737970352173,0.32065480947494507,0.9421428442001343,relu,10,15,128,Adam,16,5
15,0.2072971761226654,0.9441666603088379,0.18284307420253754,0.9544047713279724,relu,10,15,128,Adam,8,30
15,0.22706854343414307,0.9402083158493042,0.1873471736907959,0.9528571367263794,relu,10,15,128,Adam,8,20
15,0.3518245816230774,0.9016368985176086,0.21938125789165497,0.9422619342803955,relu,10,15,128,Adam,8,10
15,0.6374335885047913,0.809166669845581,0.3446628451347351,0.9246428608894348,relu,10,15,128,Adam,8,5
15,0.13160645961761475,0.9635118842124939,0.14054815471172333,0.9666666388511658,relu,10,15,256,Adam,64,30
15,0.13204678893089294,0.9639880657196045,0.1499214619398117,0.9655952453613281,relu,10,15,256,Adam,64,20
15,0.2183438539505005,0.935327410697937,0.15332330763339996,0.9639285802841187,relu,10,15,256,Adam,64,10
15,0.5037860870361328,0.862678587436676,0.3023522198200226,0.95333331823349,relu,10,15,256,Adam,64,5
15,0.13021478056907654,0.9655357003211975,0.15760411322116852,0.9654762148857117,relu,10,15,256,Adam,32,30
15,0.14204569160938263,0.9619643092155457,0.16122671961784363,0.9644047617912292,relu,10,15,256,Adam,32,20
15,0.21903781592845917,0.9393452405929565,0.1596071571111679,0.9635714292526245,relu,10,15,256,Adam,32,10
15,0.5373077988624573,0.849017858505249,0.2754545509815216,0.9511904716491699,relu,10,15,256,Adam,32,5
15,0.1302899718284607,0.9637500047683716,0.15351176261901855,0.9632142782211304,relu,10,15,256,Adam,16,30
15,0.14042653143405914,0.9625595211982727,0.1559600830078125,0.9638095498085022,relu,10,15,256,Adam,16,20
15,0.2279554009437561,0.9360416531562805,0.17818978428840637,0.9594047665596008,relu,10,15,256,Adam,16,10
15,0.5410391092300415,0.8457738161087036,0.2888253927230835,0.9465476274490356,relu,10,15,256,Adam,16,5
15,0.16842027008533478,0.9553571343421936,0.17291869223117828,0.9576190710067749,relu,10,15,256,Adam,8,30
15,0.17469163239002228,0.9530357122421265,0.1775144338607788,0.9584524035453796,relu,10,15,256,Adam,8,20
15,0.31403863430023193,0.9109523892402649,0.21651294827461243,0.9495238065719604,relu,10,15,256,Adam,8,10
15,0.5874473452568054,0.8347023725509644,0.3125377893447876,0.9352381229400635,relu,10,15,256,Adam,8,5
15,0.10743381083011627,0.9719344973564148,0.1568451225757599,0.9638095498085022,relu,10,15,512,Adam,64,30
15,0.10921882838010788,0.9692857265472412,0.14720016717910767,0.9677380919456482,relu,10,15,512,Adam,64,20
15,0.18555904924869537,0.9470833539962769,0.16840331256389618,0.9651190638542175,relu,10,15,512,Adam,64,10
15,0.49590855836868286,0.8597321510314941,0.24507535994052887,0.9583333134651184,relu,10,15,512,Adam,64,5
15,0.1109754741191864,0.9702083468437195,0.17461496591567993,0.966785728931427,relu,10,15,512,Adam,32,30
15,0.1089499294757843,0.9711309671401978,0.1546468734741211,0.9671428799629211,relu,10,15,512,Adam,32,20
15,0.18891389667987823,0.945684552192688,0.15471722185611725,0.9663095474243164,relu,10,15,512,Adam,32,10
15,0.5088929533958435,0.8222619295120239,0.20632439851760864,0.9591666460037231,relu,10,15,512,Adam,32,5
15,0.11105848848819733,0.9704166650772095,0.14885099232196808,0.9661904573440552,relu,10,15,512,Adam,16,30
15,0.11351203918457031,0.9692559242248535,0.16965505480766296,0.9653571248054504,relu,10,15,512,Adam,16,20
15,0.20545481145381927,0.9470833539962769,0.19067274034023285,0.9640476107597351,relu,10,15,512,Adam,16,10
15,0.5177417397499084,0.8527083396911621,0.2874181270599365,0.9466666579246521,relu,10,15,512,Adam,16,5
15,0.14333228766918182,0.9608631134033203,0.1685066670179367,0.9616666436195374,relu,10,15,512,Adam,8,30
15,0.13547582924365997,0.963482141494751,0.16476646065711975,0.9615476131439209,relu,10,15,512,Adam,8,20
15,0.2574526369571686,0.9266666769981384,0.23388242721557617,0.9479761719703674,relu,10,15,512,Adam,8,10
15,0.6346895694732666,0.814255952835083,0.4261501133441925,0.9270238280296326,relu,10,15,512,Adam,8,5
20,0.242893248796463,0.9311012029647827,0.17303508520126343,0.9538094997406006,relu,10,20,64,Adam,64,30
20,0.26120519638061523,0.9273809790611267,0.17971372604370117,0.9504761695861816,relu,10,20,64,Adam,64,20
20,0.3471697270870209,0.9051190614700317,0.21446113288402557,0.9440476298332214,relu,10,20,64,Adam,64,10
20,0.7012741565704346,0.756815493106842,0.32532820105552673,0.9266666769981384,relu,10,20,64,Adam,64,5
20,0.2265460342168808,0.9336309432983398,0.18355731666088104,0.9504761695861816,relu,10,20,64,Adam,32,30
20,0.2603572607040405,0.9262797832489014,0.19136686623096466,0.9486904740333557,relu,10,20,64,Adam,32,20
20,0.3622453808784485,0.8962500095367432,0.20296630263328552,0.944523811340332,relu,10,20,64,Adam,32,10
20,0.6886712908744812,0.7826785445213318,0.3116844892501831,0.9377381205558777,relu,10,20,64,Adam,32,5
20,0.24905610084533691,0.9301487803459167,0.19330833852291107,0.9459523558616638,relu,10,20,64,Adam,16,30
20,0.25594672560691833,0.9282440543174744,0.20386159420013428,0.9486904740333557,relu,10,20,64,Adam,16,20
20,0.364164799451828,0.9022916555404663,0.21770350635051727,0.9401190280914307,relu,10,20,64,Adam,16,10
20,0.6509504318237305,0.7871428728103638,0.3251802921295166,0.9309523701667786,relu,10,20,64,Adam,16,5
20,0.301058292388916,0.9169047474861145,0.2112489491701126,0.9447619318962097,relu,10,20,64,Adam,8,30
20,0.3234880864620209,0.9116666913032532,0.22996146976947784,0.9389285445213318,relu,10,20,64,Adam,8,20
20,0.41159123182296753,0.8854166865348816,0.25430828332901,0.9366666674613953,relu,10,20,64,Adam,8,10
20,0.7097320556640625,0.7519940733909607,0.362988144159317,0.9215475916862488,relu,10,20,64,Adam,8,5
20,0.159225732088089,0.9556249976158142,0.1402735710144043,0.9614285826683044,relu,10,20,128,Adam,64,30
20,0.165330708026886,0.9545238018035889,0.14497731626033783,0.9627380967140198,relu,10,20,128,Adam,64,20
20,0.2522190511226654,0.9284226298332214,0.16475243866443634,0.9607142806053162,relu,10,20,128,Adam,64,10
20,0.5801660418510437,0.8147023916244507,0.2580185830593109,0.9513095021247864,relu,10,20,128,Adam,64,5
20,0.14953069388866425,0.958184540271759,0.15677954256534576,0.9638095498085022,relu,10,20,128,Adam,32,30
20,0.16800032556056976,0.9550595283508301,0.1592012196779251,0.9621428847312927,relu,10,20,128,Adam,32,20
20,0.2558061480522156,0.9297321438789368,0.16340826451778412,0.958214282989502,relu,10,20,128,Adam,32,10
20,0.5877295136451721,0.8257738351821899,0.2828901410102844,0.9421428442001343,relu,10,20,128,Adam,32,5
20,0.1632801741361618,0.9557142853736877,0.1595749855041504,0.9596428275108337,relu,10,20,128,Adam,16,30
20,0.1769721508026123,0.9525892734527588,0.1660785973072052,0.9595237970352173,relu,10,20,128,Adam,16,20
20,0.25568443536758423,0.9283928275108337,0.17916306853294373,0.9574999809265137,relu,10,20,128,Adam,16,10
20,0.5869385600090027,0.8061606884002686,0.2632560729980469,0.9453571438789368,relu,10,20,128,Adam,16,5
20,0.20118525624275208,0.944315493106842,0.18057779967784882,0.9513095021247864,relu,10,20,128,Adam,8,30
20,0.20744793117046356,0.9446726441383362,0.19065506756305695,0.9514285922050476,relu,10,20,128,Adam,8,20
20,0.32672011852264404,0.9055655002593994,0.20842742919921875,0.9472619295120239,relu,10,20,128,Adam,8,10
20,0.5938714742660522,0.8295535445213318,0.31756889820098877,0.9332143068313599,relu,10,20,128,Adam,8,5
20,0.11452227830886841,0.9700892567634583,0.14787772297859192,0.9672619104385376,relu,10,20,256,Adam,64,30
20,0.1165124699473381,0.9677976369857788,0.15523099899291992,0.9647619128227234,relu,10,20,256,Adam,64,20
20,0.19961601495742798,0.9418452382087708,0.15244287252426147,0.9686904549598694,relu,10,20,256,Adam,64,10
20,0.46625667810440063,0.8799404501914978,0.2424681931734085,0.950952410697937,relu,10,20,256,Adam,64,5
20,0.118197001516819,0.9688392877578735,0.15333721041679382,0.9648809432983398,relu,10,20,256,Adam,32,30
20,0.12302631139755249,0.9676488041877747,0.15564057230949402,0.9648809432983398,relu,10,20,256,Adam,32,20
20,0.20237788558006287,0.9433928728103638,0.16034629940986633,0.9651190638542175,relu,10,20,256,Adam,32,10
20,0.4960136413574219,0.8499404788017273,0.26228031516075134,0.9545238018035889,relu,10,20,256,Adam,32,5
20,0.11410866677761078,0.9679464101791382,0.16447101533412933,0.9655952453613281,relu,10,20,256,Adam,16,30
20,0.1287347823381424,0.9657738208770752,0.16369950771331787,0.9644047617912292,relu,10,20,256,Adam,16,20
20,0.20651009678840637,0.9458333253860474,0.1662435382604599,0.961309552192688,relu,10,20,256,Adam,16,10
20,0.4957612454891205,0.8550893068313599,0.2956039309501648,0.9551190733909607,relu,10,20,256,Adam,16,5
20,0.1518120914697647,0.9600595235824585,0.180781751871109,0.9585714340209961,relu,10,20,256,Adam,8,30
20,0.17194677889347076,0.9541071653366089,0.18502189218997955,0.956428587436676,relu,10,20,256,Adam,8,20
20,0.26872438192367554,0.9336012005805969,0.23117031157016754,0.9520238041877747,relu,10,20,256,Adam,8,10
20,0.538824200630188,0.8495237827301025,0.32373565435409546,0.942380964756012,relu,10,20,256,Adam,8,5
20,0.0965343564748764,0.9747023582458496,0.16068778932094574,0.9659523963928223,relu,10,20,512,Adam,64,30
20,0.09383239597082138,0.9755356907844543,0.14171816408634186,0.9694047570228577,relu,10,20,512,Adam,64,20
20,0.15681442618370056,0.9558035731315613,0.18169327080249786,0.9671428799629211,relu,10,20,512,Adam,64,10
20,0.4852850139141083,0.8123214244842529,0.3394814729690552,0.958214282989502,relu,10,20,512,Adam,64,5
20,0.0993441790342331,0.9740774035453796,0.15813980996608734,0.9697619080543518,relu,10,20,512,Adam,32,30
20,0.09614597260951996,0.9741964340209961,0.15605640411376953,0.9677380919456482,relu,10,20,512,Adam,32,20
20,0.1694197803735733,0.9487500190734863,0.16760487854480743,0.9642857313156128,relu,10,20,512,Adam,32,10
20,0.4940894842147827,0.8666369318962097,0.3122703731060028,0.9577381014823914,relu,10,20,512,Adam,32,5
20,0.09007582813501358,0.9762202501296997,0.15300747752189636,0.9678571224212646,relu,10,20,512,Adam,16,30
20,0.10971745103597641,0.9714881181716919,0.1507672369480133,0.967380940914154,relu,10,20,512,Adam,16,20
20,0.1744425743818283,0.9541071653366089,0.2039279192686081,0.9634523987770081,relu,10,20,512,Adam,16,10
20,0.5048699378967285,0.8344643115997314,0.26788002252578735,0.947857141494751,relu,10,20,512,Adam,16,5
20,0.12208978831768036,0.9680356979370117,0.18337030708789825,0.9611904621124268,relu,10,20,512,Adam,8,30
20,0.14452046155929565,0.9610118865966797,0.19311513006687164,0.9616666436195374,relu,10,20,512,Adam,8,20
20,0.21974323689937592,0.9403274059295654,0.1934421956539154,0.9592857360839844,relu,10,20,512,Adam,8,10
20,0.5127522945404053,0.8727381229400635,0.2923438549041748,0.9476190209388733,relu,10,20,512,Adam,8,5
10,0.2873864769935608,0.9184523820877075,0.18587519228458405,0.9452381134033203,relu,16,10,64,Adam,64,30
10,0.295624315738678,0.9174702167510986,0.188662588596344,0.9480952620506287,relu,16,10,64,Adam,64,20
10,0.4050745368003845,0.8844047784805298,0.22807124257087708,0.9367856979370117,relu,16,10,64,Adam,64,10
10,0.7839038968086243,0.7037500143051147,0.4055725932121277,0.915238082408905,relu,16,10,64,Adam,64,5
10,0.2783527672290802,0.9200297594070435,0.18393385410308838,0.9471428394317627,relu,16,10,64,Adam,32,30
10,0.3005247116088867,0.9162499904632568,0.1856308877468109,0.9454761743545532,relu,16,10,64,Adam,32,20
10,0.39730724692344666,0.889464259147644,0.2226063311100006,0.9419047832489014,relu,16,10,64,Adam,32,10
10,0.7579522728919983,0.742767870426178,0.34002959728240967,0.9298809766769409,relu,16,10,64,Adam,32,5
10,0.29071104526519775,0.9187797904014587,0.1983323097229004,0.9454761743545532,relu,16,10,64,Adam,16,30
10,0.3044631779193878,0.913482129573822,0.1887437254190445,0.9459523558616638,relu,16,10,64,Adam,16,20
10,0.43506795167922974,0.8754761815071106,0.24003221094608307,0.9376190304756165,relu,16,10,64,Adam,16,10
10,0.7323390245437622,0.7750297784805298,0.38209259510040283,0.9221428632736206,relu,16,10,64,Adam,16,5
10,0.3218023180961609,0.9103273749351501,0.20796410739421844,0.9438095092773438,relu,16,10,64,Adam,8,30
10,0.3565758764743805,0.904077410697937,0.2523559629917145,0.9366666674613953,relu,16,10,64,Adam,8,20
10,0.4684329330921173,0.8677976131439209,0.2601264417171478,0.9295238256454468,relu,16,10,64,Adam,8,10
10,0.7823049426078796,0.7469642758369446,0.37531334161758423,0.9213095307350159,relu,16,10,64,Adam,8,5
10,0.19663211703300476,0.9459821581840515,0.14732493460178375,0.958809494972229,relu,16,10,128,Adam,64,30
10,0.20647752285003662,0.9432440400123596,0.15002673864364624,0.9577381014823914,relu,16,10,128,Adam,64,20
10,0.3131778836250305,0.9116071462631226,0.18062002956867218,0.9536904692649841,relu,16,10,128,Adam,64,10
10,0.6116273403167725,0.7993154525756836,0.27071502804756165,0.9419047832489014,relu,16,10,128,Adam,64,5
10,0.19449928402900696,0.9463987946510315,0.154582217335701,0.9584524035453796,relu,16,10,128,Adam,32,30
10,0.21547110378742218,0.9413393139839172,0.1618497669696808,0.9545238018035889,relu,16,10,128,Adam,32,20
10,0.3074400722980499,0.9138095378875732,0.18506388366222382,0.9532142877578735,relu,16,10,128,Adam,32,10
10,0.6618703603744507,0.7950893044471741,0.3071177899837494,0.9383333325386047,relu,16,10,128,Adam,32,5
10,0.20333349704742432,0.9437202215194702,0.1675991714000702,0.9554761648178101,relu,16,10,128,Adam,16,30
10,0.22204403579235077,0.9388095140457153,0.16889622807502747,0.9545238018035889,relu,16,10,128,Adam,16,20
10,0.30926942825317383,0.9137202501296997,0.18721096217632294,0.9541666507720947,relu,16,10,128,Adam,16,10
10,0.6453381776809692,0.801964282989502,0.2989703118801117,0.9397618770599365,relu,16,10,128,Adam,16,5
10,0.22784344851970673,0.9388095140457153,0.18074706196784973,0.9517857432365417,relu,16,10,128,Adam,8,30
10,0.2544494569301605,0.9313095211982727,0.19795432686805725,0.9467856884002686,relu,16,10,128,Adam,8,20
10,0.3876761496067047,0.892380952835083,0.24161294102668762,0.9354761838912964,relu,16,10,128,Adam,8,10
10,0.7181033492088318,0.7357738018035889,0.3298260271549225,0.9325000047683716,relu,16,10,128,Adam,8,5
10,0.14588116109371185,0.9586904644966125,0.13804690539836884,0.9640476107597351,relu,16,10,256,Adam,64,30
10,0.1570640355348587,0.9580952525138855,0.14683079719543457,0.9641666412353516,relu,16,10,256,Adam,64,20
10,0.24188987910747528,0.9258630871772766,0.15396487712860107,0.9621428847312927,relu,16,10,256,Adam,64,10
10,0.5854602456092834,0.8101488351821899,0.2432119995355606,0.9523809552192688,relu,16,10,256,Adam,64,5
10,0.14630980789661407,0.9591964483261108,0.1387059986591339,0.965238094329834,relu,16,10,256,Adam,32,30
10,0.1602845937013626,0.9572321176528931,0.1478135585784912,0.961309552192688,relu,16,10,256,Adam,32,20
10,0.23509977757930756,0.9336606860160828,0.16432403028011322,0.9607142806053162,relu,16,10,256,Adam,32,10
10,0.6039061546325684,0.7580059766769409,0.22314228117465973,0.9514285922050476,relu,16,10,256,Adam,32,5
10,0.138249933719635,0.9609225988388062,0.1255270540714264,0.9661904573440552,relu,16,10,256,Adam,16,30
10,0.16570454835891724,0.9539285898208618,0.1675463765859604,0.9622619152069092,relu,16,10,256,Adam,16,20
10,0.27914804220199585,0.9194345474243164,0.17974911630153656,0.9540476202964783,relu,16,10,256,Adam,16,10
10,0.5822033882141113,0.8122321367263794,0.26336511969566345,0.9444047808647156,relu,16,10,256,Adam,16,5
10,0.1772155910730362,0.9526190757751465,0.16722531616687775,0.9586904644966125,relu,16,10,256,Adam,8,30
10,0.21911565959453583,0.9405654668807983,0.19375067949295044,0.9524999856948853,relu,16,10,256,Adam,8,20
10,0.3148658871650696,0.9186309576034546,0.21316908299922943,0.9530952572822571,relu,16,10,256,Adam,8,10
10,0.6505656242370605,0.803720235824585,0.3262409269809723,0.9360714554786682,relu,16,10,256,Adam,8,5
10,0.11571715027093887,0.9687797427177429,0.15551970899105072,0.9633333086967468,relu,16,10,512,Adam,64,30
10,0.1271662563085556,0.9639285802841187,0.13620638847351074,0.965833306312561,relu,16,10,512,Adam,64,20
10,0.20302842557430267,0.9383630752563477,0.16495925188064575,0.9635714292526245,relu,16,10,512,Adam,64,10
10,0.5774097442626953,0.8002976179122925,0.25338107347488403,0.9498809576034546,relu,16,10,512,Adam,64,5
10,0.12513066828250885,0.9658928513526917,0.1339811533689499,0.9671428799629211,relu,16,10,512,Adam,32,30
10,0.1377231478691101,0.963273823261261,0.1578342765569687,0.9642857313156128,relu,16,10,512,Adam,32,20
10,0.2151286005973816,0.9322023987770081,0.1603596806526184,0.9623809456825256,relu,16,10,512,Adam,32,10
10,0.5599318742752075,0.8222619295120239,0.24128533899784088,0.9520238041877747,relu,16,10,512,Adam,32,5
10,0.12074270099401474,0.965624988079071,0.15839236974716187,0.9602380990982056,relu,16,10,512,Adam,16,30
10,0.12994439899921417,0.9658631086349487,0.13680148124694824,0.9655952453613281,relu,16,10,512,Adam,16,20
10,0.23628635704517365,0.928511917591095,0.1729469746351242,0.9570237994194031,relu,16,10,512,Adam,16,10
10,0.5678163170814514,0.8272916674613953,0.31744083762168884,0.9464285969734192,relu,16,10,512,Adam,16,5
